# This is a Kurucz model F star at T_eff=7000K, [Fe/H]=-2, log10(g)=4.5,
# provided by Christy Tremonti on 1 Nov 2002.
# The original reference is Gray & Corbally, 1994, AJ 107, 742.
# There are some updates in Gray, Graham, & Hoyt 2001, AJ, 121, 2159.
# Gray's code SPECTRUM is available
#   http://www.acs.appstate.edu/dept/physics/spectrum/spectrum.html
# You can't download the models -- you have to run them.  Tremonti has
# then convolved these to something like SDSS resolution.
#
# Note that this spectrum is 0-indexed row #70 of the file:
#   $IDLSPEC2D_DIR/etc/kurucz_stds_interp.fit
# checked into idlspec2d v4_9_13.  I have converted the wavelength
# scale from vacuum to air.
#
# Eventually, Tremonti has suggested that we switch to the empirical
# spectra from STELIB.  See http://webast.ast.obs-mip.fr/stelib
#
 4532.0857  7.42809e+06
 4533.1294  7.39656e+06
 4534.1733  7.37662e+06
 4535.2175  7.40457e+06
 4536.2619  7.43990e+06
 4537.3065  7.45622e+06
 4538.3514  7.45886e+06
 4539.3966  7.45490e+06
 4540.4419  7.44761e+06
 4541.4875  7.44280e+06
 4542.5334  7.44392e+06
 4543.5795  7.44383e+06
 4544.6258  7.44065e+06
 4545.6724  7.43573e+06
 4546.7192  7.41812e+06
 4547.7663  7.36167e+06
 4548.8136  7.27173e+06
 4549.8611  7.25990e+06
 4550.9089  7.34864e+06
 4551.9569  7.40523e+06
 4553.0052  7.39674e+06
 4554.0537  7.37163e+06
 4555.1024  7.36061e+06
 4556.1514  7.36769e+06
 4557.2006  7.38939e+06
 4558.2501  7.40181e+06
 4559.2998  7.40688e+06
 4560.3498  7.41245e+06
 4561.4000  7.40866e+06
 4562.4504  7.38484e+06
 4563.5011  7.35842e+06
 4564.5520  7.36736e+06
 4565.6032  7.39204e+06
 4566.6546  7.40174e+06
 4567.7062  7.40160e+06
 4568.7581  7.39840e+06
 4569.8103  7.38505e+06
 4570.8626  7.34779e+06
 4571.9153  7.31877e+06
 4572.9681  7.34232e+06
 4574.0212  7.37478e+06
 4575.0746  7.37670e+06
 4576.1281  7.36650e+06
 4577.1820  7.36737e+06
 4578.2360  7.37094e+06
 4579.2904  7.36511e+06
 4580.3449  7.35416e+06
 4581.3997  7.33394e+06
 4582.4548  7.27136e+06
 4583.5101  7.19189e+06
 4584.5656  7.21341e+06
 4585.6214  7.29572e+06
 4586.6774  7.33204e+06
 4587.7336  7.32951e+06
 4588.7901  7.32761e+06
 4589.8469  7.33528e+06
 4590.9039  7.34014e+06
 4591.9611  7.33990e+06
 4593.0186  7.34275e+06
 4594.0763  7.34632e+06
 4595.1343  7.34448e+06
 4596.1925  7.34272e+06
 4597.2509  7.34288e+06
 4598.3096  7.34191e+06
 4599.3685  7.33877e+06
 4600.4277  7.33358e+06
 4601.4871  7.32901e+06
 4602.5468  7.32575e+06
 4603.6067  7.32429e+06
 4604.6669  7.32354e+06
 4605.7273  7.32343e+06
 4606.7879  7.32289e+06
 4607.8488  7.32180e+06
 4608.9100  7.32196e+06
 4609.9713  7.32049e+06
 4611.0330  7.31729e+06
 4612.0948  7.31505e+06
 4613.1569  7.31364e+06
 4614.2193  7.31267e+06
 4615.2819  7.31020e+06
 4616.3447  7.30481e+06
 4617.4078  7.29627e+06
 4618.4712  7.28628e+06
 4619.5348  7.28548e+06
 4620.5986  7.29274e+06
 4621.6626  7.29721e+06
 4622.7270  7.29672e+06
 4623.7915  7.29197e+06
 4624.8563  7.28504e+06
 4625.9214  7.28185e+06
 4626.9867  7.27629e+06
 4628.0522  7.24809e+06
 4629.1180  7.21571e+06
 4630.1840  7.22953e+06
 4631.2503  7.26287e+06
 4632.3168  7.27360e+06
 4633.3836  7.27152e+06
 4634.4506  7.26989e+06
 4635.5179  7.26785e+06
 4636.5854  7.26151e+06
 4637.6531  7.25495e+06
 4638.7211  7.25684e+06
 4639.7894  7.26241e+06
 4640.8579  7.26400e+06
 4641.9266  7.26178e+06
 4642.9956  7.25763e+06
 4644.0648  7.25188e+06
 4645.1343  7.24054e+06
 4646.2040  7.22943e+06
 4647.2740  7.22995e+06
 4648.3442  7.23611e+06
 4649.4146  7.24084e+06
 4650.4854  7.24135e+06
 4651.5563  7.23689e+06
 4652.6275  7.23055e+06
 4653.6990  7.22116e+06
 4654.7706  7.21498e+06
 4655.8426  7.21800e+06
 4656.9148  7.22158e+06
 4657.9872  7.22532e+06
 4659.0599  7.22819e+06
 4660.1328  7.22726e+06
 4661.2060  7.22396e+06
 4662.2794  7.22057e+06
 4663.3531  7.21806e+06
 4664.4270  7.21594e+06
 4665.5012  7.21100e+06
 4666.5756  7.20053e+06
 4667.6502  7.19139e+06
 4668.7251  7.19210e+06
 4669.8003  7.19695e+06
 4670.8757  7.19897e+06
 4671.9513  7.19638e+06
 4673.0272  7.19109e+06
 4674.1034  7.19280e+06
 4675.1798  7.19685e+06
 4676.2564  7.19647e+06
 4677.3333  7.19180e+06
 4678.4104  7.18474e+06
 4679.4878  7.18222e+06
 4680.5654  7.18415e+06
 4681.6433  7.18446e+06
 4682.7214  7.18310e+06
 4683.7998  7.18103e+06
 4684.8784  7.17778e+06
 4685.9573  7.17477e+06
 4687.0364  7.17338e+06
 4688.1158  7.17238e+06
 4689.1954  7.16985e+06
 4690.2753  7.16537e+06
 4691.3554  7.16189e+06
 4692.4358  7.16217e+06
 4693.5164  7.16266e+06
 4694.5972  7.16131e+06
 4695.6784  7.15932e+06
 4696.7597  7.15686e+06
 4697.8413  7.15363e+06
 4698.9232  7.15018e+06
 4700.0053  7.14528e+06
 4701.0876  7.12994e+06
 4702.1703  7.09736e+06
 4703.2531  7.08417e+06
 4704.3362  7.10964e+06
 4705.4196  7.12659e+06
 4706.5032  7.12067e+06
 4707.5870  7.11370e+06
 4708.6711  7.11636e+06
 4709.7555  7.12077e+06
 4710.8401  7.12458e+06
 4711.9249  7.12558e+06
 4713.0100  7.12091e+06
 4714.0954  7.11393e+06
 4715.1810  7.11243e+06
 4716.2668  7.11453e+06
 4717.3529  7.11511e+06
 4718.4393  7.11385e+06
 4719.5259  7.11132e+06
 4720.6127  7.10775e+06
 4721.6998  7.10432e+06
 4722.7872  7.10295e+06
 4723.8748  7.10290e+06
 4724.9626  7.10149e+06
 4726.0507  7.09731e+06
 4727.1391  7.09169e+06
 4728.2277  7.08840e+06
 4729.3166  7.08514e+06
 4730.4057  7.07529e+06
 4731.4950  7.06682e+06
 4732.5846  7.07038e+06
 4733.6745  7.07445e+06
 4734.7646  7.06891e+06
 4735.8550  7.04781e+06
 4736.9456  7.03590e+06
 4738.0364  7.05270e+06
 4739.1275  7.06726e+06
 4740.2189  7.06806e+06
 4741.3105  7.06497e+06
 4742.4024  7.06406e+06
 4743.4945  7.06314e+06
 4744.5869  7.05796e+06
 4745.6795  7.05242e+06
 4746.7724  7.05301e+06
 4747.8655  7.05484e+06
 4748.9589  7.05394e+06
 4750.0525  7.05191e+06
 4751.1464  7.04946e+06
 4752.2405  7.04606e+06
 4753.3349  7.04153e+06
 4754.4296  7.03762e+06
 4755.5244  7.03494e+06
 4756.6196  7.03333e+06
 4757.7150  7.03327e+06
 4758.8106  7.03246e+06
 4759.9065  7.02879e+06
 4761.0027  7.02052e+06
 4762.0991  7.01295e+06
 4763.1957  7.01318e+06
 4764.2926  7.01512e+06
 4765.3898  7.01325e+06
 4766.4872  7.01054e+06
 4767.5849  7.00979e+06
 4768.6828  7.00970e+06
 4769.7810  7.00925e+06
 4770.8794  7.00712e+06
 4771.9781  7.00394e+06
 4773.0770  7.00159e+06
 4774.1762  6.99979e+06
 4775.2756  6.99661e+06
 4776.3753  6.99364e+06
 4777.4752  6.99215e+06
 4778.5754  6.98916e+06
 4779.6759  6.98482e+06
 4780.7766  6.98242e+06
 4781.8776  6.97831e+06
 4782.9788  6.97029e+06
 4784.0802  6.96757e+06
 4785.1819  6.96770e+06
 4786.2839  6.96327e+06
 4787.3861  6.96035e+06
 4788.4886  6.95673e+06
 4789.5913  6.95206e+06
 4790.6943  6.95330e+06
 4791.7976  6.95459e+06
 4792.9011  6.95352e+06
 4794.0048  6.95256e+06
 4795.1088  6.95060e+06
 4796.2131  6.94727e+06
 4797.3176  6.94245e+06
 4798.4224  6.93759e+06
 4799.5274  6.93506e+06
 4800.6326  6.93312e+06
 4801.7382  6.93005e+06
 4802.8440  6.92540e+06
 4803.9500  6.91817e+06
 4805.0563  6.91124e+06
 4806.1628  6.91058e+06
 4807.2696  6.91102e+06
 4808.3767  6.90733e+06
 4809.4840  6.89932e+06
 4810.5916  6.89177e+06
 4811.6994  6.88972e+06
 4812.8075  6.88904e+06
 4813.9158  6.88701e+06
 4815.0244  6.88340e+06
 4816.1332  6.87904e+06
 4817.2423  6.87445e+06
 4818.3517  6.86940e+06
 4819.4613  6.86366e+06
 4820.5712  6.85703e+06
 4821.6813  6.84769e+06
 4822.7917  6.83172e+06
 4823.9023  6.81750e+06
 4825.0132  6.81732e+06
 4826.1243  6.81919e+06
 4827.2357  6.81245e+06
 4828.3474  6.80028e+06
 4829.4593  6.79001e+06
 4830.5714  6.78253e+06
 4831.6839  6.77302e+06
 4832.7966  6.76174e+06
 4833.9095  6.74969e+06
 4835.0227  6.73568e+06
 4836.1361  6.71993e+06
 4837.2498  6.70331e+06
 4838.3638  6.68369e+06
 4839.4780  6.66128e+06
 4840.5925  6.63903e+06
 4841.7072  6.61558e+06
 4842.8222  6.58826e+06
 4843.9374  6.55776e+06
 4845.0529  6.52353e+06
 4846.1687  6.48275e+06
 4847.2847  6.43366e+06
 4848.4010  6.37878e+06
 4849.5175  6.32025e+06
 4850.6343  6.25198e+06
 4851.7513  6.16782e+06
 4852.8686  6.06546e+06
 4853.9862  5.94016e+06
 4855.1040  5.78325e+06
 4856.2221  5.58171e+06
 4857.3404  5.29768e+06
 4858.4590  4.84593e+06
 4859.5779  4.14537e+06
 4860.6970  3.42985e+06
 4861.8163  3.34984e+06
 4862.9359  3.99742e+06
 4864.0558  4.73132e+06
 4865.1759  5.22199e+06
 4866.2963  5.52809e+06
 4867.4170  5.74017e+06
 4868.5379  5.89440e+06
 4869.6591  5.98711e+06
 4870.7805  6.02231e+06
 4871.9022  6.08575e+06
 4873.0241  6.21275e+06
 4874.1463  6.32099e+06
 4875.2688  6.38343e+06
 4876.3915  6.42159e+06
 4877.5145  6.44783e+06
 4878.6377  6.48013e+06
 4879.7612  6.51958e+06
 4880.8849  6.54828e+06
 4882.0089  6.56906e+06
 4883.1332  6.58814e+06
 4884.2577  6.60245e+06
 4885.3825  6.61247e+06
 4886.5076  6.62406e+06
 4887.6329  6.63618e+06
 4888.7584  6.63151e+06
 4889.8843  6.58170e+06
 4891.0103  6.51972e+06
 4892.1367  6.55387e+06
 4893.2633  6.64146e+06
 4894.3901  6.68402e+06
 4895.5173  6.69444e+06
 4896.6446  6.69862e+06
 4897.7723  6.70152e+06
 4898.9002  6.70180e+06
 4900.0283  6.70161e+06
 4901.1567  6.70395e+06
 4902.2854  6.70305e+06
 4903.4144  6.70102e+06
 4904.5436  6.70616e+06
 4905.6730  6.71262e+06
 4906.8027  6.71411e+06
 4907.9327  6.71034e+06
 4909.0630  6.69835e+06
 4910.1935  6.68621e+06
 4911.3242  6.69322e+06
 4912.4552  6.70778e+06
 4913.5865  6.71370e+06
 4914.7180  6.71503e+06
 4915.8498  6.71338e+06
 4916.9819  6.69784e+06
 4918.1142  6.65072e+06
 4919.2468  6.58210e+06
 4920.3797  6.55537e+06
 4921.5128  6.59918e+06
 4922.6461  6.59709e+06
 4923.7798  6.54592e+06
 4924.9136  6.58975e+06
 4926.0478  6.67136e+06
 4927.1822  6.70136e+06
 4928.3169  6.70472e+06
 4929.4518  6.70376e+06
 4930.5870  6.70085e+06
 4931.7224  6.68854e+06
 4932.8582  6.65350e+06
 4933.9941  6.62601e+06
 4935.1304  6.64866e+06
 4936.2669  6.67603e+06
 4937.4036  6.67467e+06
 4938.5407  6.66513e+06
 4939.6780  6.66988e+06
 4940.8155  6.68119e+06
 4941.9533  6.68451e+06
 4943.0914  6.68378e+06
 4944.2297  6.68223e+06
 4945.3683  6.67868e+06
 4946.5072  6.67629e+06
 4947.6463  6.67680e+06
 4948.7857  6.67665e+06
 4949.9253  6.67474e+06
 4951.0652  6.67265e+06
 4952.2054  6.67033e+06
 4953.3458  6.66790e+06
 4954.4865  6.65636e+06
 4955.6275  6.59215e+06
 4956.7687  6.45160e+06
 4957.9102  6.42558e+06
 4959.0519  6.56349e+06
 4960.1940  6.64435e+06
 4961.3362  6.65534e+06
 4962.4788  6.65323e+06
 4963.6216  6.65099e+06
 4964.7646  6.64514e+06
 4965.9079  6.63727e+06
 4967.0515  6.63593e+06
 4968.1954  6.63702e+06
 4969.3395  6.63664e+06
 4970.4839  6.63704e+06
 4971.6285  6.63745e+06
 4972.7734  6.63575e+06
 4973.9186  6.63420e+06
 4975.0640  6.63286e+06
 4976.2097  6.63036e+06
 4977.3557  6.62620e+06
 4978.5019  6.61997e+06
 4979.6484  6.61129e+06
 4980.7952  6.59291e+06
 4981.9422  6.56789e+06
 4983.0895  6.56318e+06
 4984.2370  6.57881e+06
 4985.3848  6.59478e+06
 4986.5329  6.60517e+06
 4987.6812  6.60809e+06
 4988.8298  6.60464e+06
 4989.9787  6.59745e+06
 4991.1278  6.59090e+06
 4992.2772  6.59094e+06
 4993.4269  6.59054e+06
 4994.5768  6.59176e+06
 4995.7270  6.59435e+06
 4996.8774  6.59375e+06
 4998.0282  6.59065e+06
 4999.1792  6.58337e+06
 5000.3304  6.56264e+06
 5001.4819  6.53417e+06
 5002.6337  6.54063e+06
 5003.7857  6.56070e+06
 5004.9381  6.54740e+06
 5006.0906  6.52571e+06
 5007.2435  6.53394e+06
 5008.3966  6.55677e+06
 5009.5500  6.56596e+06
 5010.7036  6.55719e+06
 5011.8575  6.54320e+06
 5013.0117  6.53934e+06
 5014.1661  6.53589e+06
 5015.3208  6.53137e+06
 5016.4758  6.49718e+06
 5017.6310  6.38893e+06
 5018.7865  6.35692e+06
 5019.9423  6.46422e+06
 5021.0983  6.53176e+06
 5022.2546  6.54098e+06
 5023.4112  6.54223e+06
 5024.5680  6.54241e+06
 5025.7251  6.53710e+06
 5026.8825  6.52857e+06
 5028.0401  6.52747e+06
 5029.1980  6.53063e+06
 5030.3561  6.52887e+06
 5031.5146  6.52734e+06
 5032.6733  6.52794e+06
 5033.8322  6.52159e+06
 5034.9915  6.50786e+06
 5036.1510  6.50528e+06
 5037.3107  6.51230e+06
 5038.4708  6.50561e+06
 5039.6310  6.46225e+06
 5040.7916  6.39281e+06
 5041.9524  6.39780e+06
 5043.1135  6.46621e+06
 5044.2749  6.50131e+06
 5045.4366  6.50675e+06
 5046.5985  6.50446e+06
 5047.7606  6.49609e+06
 5048.9231  6.48340e+06
 5050.0858  6.47284e+06
 5051.2487  6.46633e+06
 5052.4120  6.47304e+06
 5053.5755  6.48630e+06
 5054.7393  6.48962e+06
 5055.9033  6.48752e+06
 5057.0676  6.48605e+06
 5058.2322  6.48488e+06
 5059.3971  6.48294e+06
 5060.5622  6.48094e+06
 5061.7276  6.47886e+06
 5062.8932  6.47364e+06
 5064.0591  6.46164e+06
 5065.2253  6.45434e+06
 5066.3918  6.45987e+06
 5067.5585  6.46157e+06
 5068.7255  6.45833e+06
 5069.8928  6.45852e+06
 5071.0603  6.45630e+06
 5072.2281  6.45122e+06
 5073.3962  6.44915e+06
 5074.5645  6.44615e+06
 5075.7331  6.44404e+06
 5076.9020  6.44292e+06
 5078.0712  6.43251e+06
 5079.2406  6.41484e+06
 5080.4103  6.40916e+06
 5081.5802  6.41854e+06
 5082.7504  6.42756e+06
 5083.9209  6.43000e+06
 5085.0917  6.43224e+06
 5086.2627  6.43158e+06
 5087.4340  6.42834e+06
 5088.6056  6.42523e+06
 5089.7775  6.41798e+06
 5090.9496  6.41305e+06
 5092.1220  6.41779e+06
 5093.2946  6.42098e+06
 5094.4675  6.41943e+06
 5095.6407  6.41502e+06
 5096.8142  6.40773e+06
 5097.9879  6.40054e+06
 5099.1619  6.39767e+06
 5100.3362  6.40045e+06
 5101.5107  6.40381e+06
 5102.6856  6.40359e+06
 5103.8606  6.39797e+06
 5105.0360  6.38681e+06
 5106.2116  6.37625e+06
 5107.3875  6.37027e+06
 5108.5637  6.37331e+06
 5109.7401  6.37353e+06
 5110.9168  6.37488e+06
 5112.0938  6.38266e+06
 5113.2711  6.38473e+06
 5114.4486  6.38110e+06
 5115.6264  6.37795e+06
 5116.8045  6.37810e+06
 5117.9828  6.37757e+06
 5119.1614  6.37515e+06
 5120.3403  6.37162e+06
 5121.5194  6.36693e+06
 5122.6989  6.35973e+06
 5123.8786  6.35199e+06
 5125.0585  6.34898e+06
 5126.2388  6.34852e+06
 5127.4193  6.34602e+06
 5128.6001  6.34288e+06
 5129.7811  6.34429e+06
 5130.9624  6.34436e+06
 5132.1440  6.32184e+06
 5133.3259  6.28601e+06
 5134.5080  6.29515e+06
 5135.6905  6.32430e+06
 5136.8731  6.32146e+06
 5138.0561  6.29550e+06
 5139.2393  6.27182e+06
 5140.4228  6.28893e+06
 5141.6066  6.30972e+06
 5142.7907  6.31252e+06
 5143.9750  6.31973e+06
 5145.1596  6.32231e+06
 5146.3444  6.31641e+06
 5147.5296  6.30781e+06
 5148.7150  6.30109e+06
 5149.9007  6.28278e+06
 5151.0866  6.25757e+06
 5152.2729  6.26609e+06
 5153.4594  6.29178e+06
 5154.6462  6.30215e+06
 5155.8332  6.30353e+06
 5157.0205  6.30309e+06
 5158.2081  6.29775e+06
 5159.3960  6.29114e+06
 5160.5841  6.27567e+06
 5161.7726  6.24408e+06
 5162.9613  6.24354e+06
 5164.1502  6.25804e+06
 5165.3395  6.19806e+06
 5166.5290  6.02345e+06
 5167.7188  5.91163e+06
 5168.9088  6.00715e+06
 5170.0992  6.13782e+06
 5171.2898  6.12035e+06
 5172.4807  6.03468e+06
 5173.6718  6.11083e+06
 5174.8632  6.23273e+06
 5176.0550  6.26957e+06
 5177.2469  6.27137e+06
 5178.4392  6.26939e+06
 5179.6317  6.26628e+06
 5180.8245  6.25022e+06
 5182.0176  6.16854e+06
 5183.2110  6.04541e+06
 5184.4046  6.07902e+06
 5185.5985  6.19896e+06
 5186.7927  6.23624e+06
 5187.9871  6.22033e+06
 5189.1819  6.21312e+06
 5190.3769  6.21541e+06
 5191.5721  6.20142e+06
 5192.7677  6.19784e+06
 5193.9635  6.19328e+06
 5195.1596  6.18230e+06
 5196.3560  6.19322e+06
 5197.5527  6.20338e+06
 5198.7496  6.21411e+06
 5199.9468  6.22451e+06
 5201.1443  6.22415e+06
 5202.3421  6.21502e+06
 5203.5401  6.19238e+06
 5204.7384  6.15646e+06
 5205.9370  6.13614e+06
 5207.1358  6.13288e+06
 5208.3350  6.12629e+06
 5209.5344  6.15811e+06
 5210.7341  6.19586e+06
 5211.9341  6.20626e+06
 5213.1343  6.20260e+06
 5214.3348  6.18495e+06
 5215.5356  6.16335e+06
 5216.7367  6.16249e+06
 5217.9380  6.17891e+06
 5219.1397  6.19175e+06
 5220.3416  6.19479e+06
 5221.5438  6.19342e+06
 5222.7462  6.19083e+06
 5223.9489  6.18214e+06
 5225.1520  6.13365e+06
 5226.3552  6.02131e+06
 5227.5588  5.99120e+06
 5228.7626  6.08569e+06
 5229.9668  6.13964e+06
 5231.1712  6.13052e+06
 5232.3758  6.07911e+06
 5233.5808  6.05726e+06
 5234.7860  6.09028e+06
 5235.9915  6.13415e+06
 5237.1973  6.15711e+06
 5238.4034  6.16164e+06
 5239.6097  6.16083e+06
 5240.8163  6.15824e+06
 5242.0232  6.15428e+06
 5243.2304  6.15170e+06
 5244.4378  6.15142e+06
 5245.6456  6.15004e+06
 5246.8536  6.14659e+06
 5248.0619  6.14397e+06
 5249.2704  6.14155e+06
 5250.4793  6.13833e+06
 5251.6884  6.13636e+06
 5252.8978  6.13220e+06
 5254.1075  6.12628e+06
 5255.3174  6.12481e+06
 5256.5277  6.12799e+06
 5257.7382  6.12912e+06
 5258.9490  6.12732e+06
 5260.1600  6.12199e+06
 5261.3714  6.10981e+06
 5262.5830  6.09179e+06
 5263.7949  6.08027e+06
 5265.0071  6.06955e+06
 5266.2196  6.06282e+06
 5267.4323  6.05931e+06
 5268.6453  6.00579e+06
 5269.8586  5.95582e+06
 5271.0722  6.01498e+06
 5272.2861  6.07043e+06
 5273.5002  6.07433e+06
 5274.7146  6.05396e+06
 5275.9293  6.03310e+06
 5277.1443  6.05918e+06
 5278.3596  6.08615e+06
 5279.5751  6.08454e+06
 5280.7909  6.06171e+06
 5282.0070  6.03349e+06
 5283.2234  6.01993e+06
 5284.4401  6.03818e+06
 5285.6570  6.06893e+06
 5286.8742  6.07825e+06
 5288.0917  6.07706e+06
 5289.3095  6.07504e+06
 5290.5276  6.07319e+06
 5291.7459  6.07108e+06
 5292.9646  6.06868e+06
 5294.1835  6.06601e+06
 5295.4026  6.06190e+06
 5296.6221  6.05592e+06
 5297.8419  6.05261e+06
 5299.0619  6.05381e+06
 5300.2822  6.05295e+06
 5301.5028  6.04593e+06
 5302.7236  6.04227e+06
 5303.9448  6.04576e+06
 5305.1662  6.04635e+06
 5306.3879  6.04361e+06
 5307.6099  6.04118e+06
 5308.8322  6.04015e+06
 5310.0548  6.03897e+06
 5311.2776  6.03693e+06
 5312.5007  6.03394e+06
 5313.7241  6.02764e+06
 5314.9478  6.00153e+06
 5316.1718  5.95808e+06
 5317.3960  5.96885e+06
 5318.6206  6.00868e+06
 5319.8454  6.02044e+06
 5321.0705  6.01764e+06
 5322.2958  5.99901e+06
 5323.5215  5.95516e+06
 5324.7474  5.94597e+06
 5325.9737  5.96302e+06
 5327.2002  5.90861e+06
 5328.4270  5.87523e+06
 5329.6540  5.94376e+06
 5330.8814  5.99241e+06
 5332.1090  5.99861e+06
 5333.3369  5.99613e+06
 5334.5651  5.99368e+06
 5335.7936  5.99020e+06
 5337.0224  5.98624e+06
 5338.2514  5.98124e+06
 5339.4808  5.96762e+06
 5340.7104  5.95829e+06
 5341.9403  5.96859e+06
 5343.1705  5.97864e+06
 5344.4009  5.97818e+06
 5345.6317  5.97446e+06
 5346.8627  5.97253e+06
 5348.0940  5.97044e+06
 5349.3256  5.96831e+06
 5350.5575  5.96758e+06
 5351.7897  5.96603e+06
 5353.0221  5.96323e+06
 5354.2549  5.96179e+06
 5355.4879  5.96088e+06
 5356.7212  5.95908e+06
 5357.9548  5.95696e+06
 5359.1886  5.95460e+06
 5360.4228  5.94992e+06
 5361.6572  5.93793e+06
 5362.8919  5.92094e+06
 5364.1269  5.90474e+06
 5365.3622  5.90240e+06
 5366.5978  5.90758e+06
 5367.8337  5.90204e+06
 5369.0698  5.87580e+06
 5370.3062  5.80796e+06
 5371.5430  5.77955e+06
 5372.7800  5.85542e+06
 5374.0172  5.91569e+06
 5375.2548  5.92618e+06
 5376.4927  5.92474e+06
 5377.7308  5.92176e+06
 5378.9692  5.91777e+06
 5380.2079  5.91385e+06
 5381.4469  5.90709e+06
 5382.6862  5.89171e+06
 5383.9258  5.88884e+06
 5385.1656  5.90164e+06
 5386.4058  5.90616e+06
 5387.6462  5.90444e+06
 5388.8869  5.90089e+06
 5390.1279  5.89602e+06
 5391.3692  5.88614e+06
 5392.6107  5.87185e+06
 5393.8526  5.87231e+06
 5395.0947  5.87489e+06
 5396.3371  5.84867e+06
 5397.5798  5.83583e+06
 5398.8228  5.85835e+06
 5400.0661  5.86836e+06
 5401.3097  5.86989e+06
 5402.5535  5.85896e+06
 5403.7977  5.81260e+06
 5405.0421  5.75445e+06
 5406.2868  5.76605e+06
 5407.5318  5.83261e+06
 5408.7771  5.85088e+06
 5410.0227  5.82985e+06
 5411.2685  5.82592e+06
 5412.5147  5.84587e+06
 5413.7611  5.84416e+06
 5415.0078  5.82836e+06
 5416.2548  5.83587e+06
 5417.5021  5.84942e+06
 5418.7497  5.85135e+06
 5419.9976  5.84969e+06
 5421.2458  5.84523e+06
 5422.4942  5.82733e+06
 5423.7429  5.80163e+06
 5424.9919  5.80862e+06
 5426.2413  5.82952e+06
 5427.4909  5.82747e+06
 5428.7407  5.79743e+06
 5429.9909  5.78285e+06
 5431.2414  5.80797e+06
 5432.4921  5.81276e+06
 5433.7431  5.78504e+06
 5434.9945  5.78050e+06
 5436.2461  5.80724e+06
 5437.4980  5.81942e+06
 5438.7502  5.81943e+06
 5440.0026  5.81727e+06
 5441.2554  5.81488e+06
 5442.5085  5.81226e+06
 5443.7618  5.80570e+06
 5445.0154  5.78778e+06
 5446.2693  5.76150e+06
 5447.5235  5.76465e+06
 5448.7780  5.79012e+06
 5450.0328  5.79930e+06
 5451.2879  5.79826e+06
 5452.5433  5.79074e+06
 5453.7989  5.74770e+06
 5455.0549  5.66536e+06
 5456.3111  5.67636e+06
 5457.5676  5.75457e+06
 5458.8244  5.78277e+06
 5460.0815  5.78321e+06
 5461.3389  5.77744e+06
 5462.5966  5.76794e+06
 5463.8545  5.76632e+06
 5465.1128  5.77068e+06
 5466.3713  5.77070e+06
 5467.6302  5.76965e+06
 5468.8893  5.76841e+06
 5470.1487  5.76635e+06
 5471.4084  5.76379e+06
 5472.6684  5.75943e+06
 5473.9287  5.75293e+06
 5475.1893  5.73659e+06
 5476.4502  5.71523e+06
 5477.7113  5.72529e+06
 5478.9728  5.74431e+06
 5480.2345  5.74700e+06
 5481.4965  5.74461e+06
 5482.7588  5.74393e+06
 5484.0215  5.74300e+06
 5485.2844  5.73976e+06
 5486.5475  5.73110e+06
 5487.8110  5.72398e+06
 5489.0748  5.72803e+06
 5490.3389  5.73146e+06
 5491.6032  5.73025e+06
 5492.8679  5.72807e+06
 5494.1328  5.72605e+06
 5495.3980  5.72310e+06
 5496.6636  5.71742e+06
 5497.9294  5.71419e+06
 5499.1955  5.71518e+06
 5500.4619  5.71249e+06
 5501.7286  5.70898e+06
 5502.9955  5.70929e+06
 5504.2628  5.70840e+06
 5505.5304  5.70343e+06
 5506.7982  5.69876e+06
 5508.0664  5.69928e+06
 5509.3348  5.69915e+06
 5510.6035  5.69713e+06
 5511.8726  5.69452e+06
 5513.1419  5.69223e+06
 5514.4115  5.69151e+06
 5515.6814  5.69043e+06
 5516.9516  5.68851e+06
 5518.2220  5.68666e+06
 5519.4928  5.68474e+06
 5520.7639  5.68233e+06
 5522.0353  5.67970e+06
 5523.3069  5.67766e+06
 5524.5789  5.67493e+06
 5525.8511  5.66626e+06
 5527.1236  5.64234e+06
 5528.3965  5.62403e+06
 5529.6696  5.64294e+06
 5530.9430  5.66106e+06
 5532.2167  5.66208e+06
 5533.4907  5.65582e+06
 5534.7650  5.64875e+06
 5536.0396  5.65033e+06
 5537.3145  5.65369e+06
 5538.5896  5.65303e+06
 5539.8651  5.65103e+06
 5541.1409  5.64818e+06
 5542.4169  5.64296e+06
 5543.6933  5.63818e+06
 5544.9699  5.63815e+06
 5546.2468  5.63835e+06
 5547.5241  5.63732e+06
 5548.8016  5.63593e+06
 5550.0794  5.63398e+06
 5551.3575  5.63181e+06
 5552.6359  5.62938e+06
 5553.9146  5.62637e+06
 5555.1936  5.62399e+06
 5556.4729  5.62249e+06
 5557.7525  5.62039e+06
 5559.0324  5.61858e+06
 5560.3125  5.61666e+06
 5561.5930  5.61314e+06
 5562.8738  5.60815e+06
 5564.1548  5.60362e+06
 5565.4362  5.59958e+06
 5566.7178  5.59956e+06
 5567.9998  5.59718e+06
 5569.2820  5.59004e+06
 5570.5646  5.58892e+06
 5571.8474  5.58287e+06
 5573.1305  5.57613e+06
 5574.4139  5.57962e+06
 5575.6977  5.57653e+06
 5576.9817  5.57818e+06
 5578.2660  5.58439e+06
 5579.5506  5.58495e+06
 5580.8355  5.58216e+06
 5582.1207  5.57935e+06
 5583.4062  5.57711e+06
