WL	g-band	WL	r-band	WL	i-band	WL	z-band	WL	y-band
1124	0.7498	1124	38.1523	1124	79.2877	1124	0.0001	1124	0.2474
1125	0.762	1125	36.809	1125	77.4857	1125	0.0001	1125	0.2411
1126	0.7783	1126	35.6484	1126	75.757	1126	0.0001	1126	0.235
1127	0.7986	1127	34.6674	1127	74.1161	1127	0.0001	1127	0.2292
1128	0.8232	1128	33.8594	1128	72.5733	1128	0.0001	1128	0.2236
1129	0.8521	1129	33.2166	1129	71.1353	1129	0.0001	1129	0.2183
1130	0.8856	1130	32.7311	1130	69.8055	1130	0.0001	1130	0.2132
1131	0.9238	1131	32.3956	1131	68.5852	1131	0.0001	1131	0.2083
1132	0.9668	1132	32.2039	1132	67.4738	1132	0.0001	1132	0.2036
1133	1.0149	1133	32.1511	1133	66.469	1133	0.0001	1133	0.199
1134	1.0682	1134	32.2336	1134	65.5678	1134	0.0001	1134	0.1947
1135	1.1265	1135	32.4493	1135	64.7658	1135	0.0001	1135	0.1905
1136	1.19	1136	32.7975	1136	64.0586	1136	0.0001	1136	0.1864
1137	1.2584	1137	33.2789	1137	63.4407	1137	0.0001	1137	0.1826
1138	1.3313	1138	33.8955	1138	62.9067	1138	0.0001	1138	0.1788
1139	1.4083	1139	34.6507	1139	62.4508	1139	0.0001	1139	0.1752
1140	1.4885	1140	35.5489	1140	62.067	1140	0.0001	1140	0.1718
1141	1.571	1141	36.5961	1141	61.749	1141	0.0001	1141	0.1684
1142	1.6548	1142	37.799	1142	61.4908	1142	0.0001	1142	0.1652
1143	1.7387	1143	39.1656	1143	61.286	1143	0.0001	1143	0.1621
1144	1.8214	1144	40.7043	1144	61.1284	1144	0.0001	1144	0.1591
1145	1.9016	1145	42.4244	1145	61.0117	1145	0.0001	1145	0.1562
1146	1.9784	1146	44.3352	1146	60.9299	1146	0.0001	1146	0.1535
1147	2.0509	1147	46.4457	1147	60.8767	1147	0.0001	1147	0.1508
1148	2.1186	1148	48.7637	1148	60.8464	1148	0.0001	1148	0.1482
1149	2.1814	1149	51.2954	1149	60.8334	1149	0.0001	1149	0.1457
1150	2.2396	1150	54.0437	1150	60.8321	1150	0.0001	1150	0.1432
