az	el
-138	-34
-136	-34
-134	-34
-132	-34
-130	-34
-128	-34
-126	-34
-124	-34
-122	-34
-120	-34
-118	-34
-116	-34
-114	-34
-112	-34
-110	-34
-108	-34
-106	-34
-104	-34
-102	-34
-100	-34
-98	-34
-96	-34
-94	-34
-92	-34
-90	-34
-88	-34
-86	-34
-84	-34
-82	-34
-80	-34
-78	-34
-76	-34
-74	-34
-72	-34
-70	-34
-68	-34
-66	-34
-64	-34
-62	-34
-60	-34
-58	-34
-56	-34
-54	-34
-52	-34
-50	-34
-48	-34
-46	-34
-44	-34
-42	-34
-40	-34
-38	-34
-36	-34
-34	-34
-32	-34
-30	-34
-28	-34
-26	-34
-24	-34
-22	-34
-20	-34
-18	-34
-16	-34
-14	-34
-12	-34
-10	-34
-8	-34
-6	-34
-4	-34
-2	-34
0	-34
2	-34
4	-34
6	-34
8	-34
10	-34
12	-34
14	-34
16	-34
18	-34
20	-34
22	-34
24	-34
26	-34
28	-34
30	-34
32	-34
34	-34
36	-34
38	-34
40	-34
42	-34
44	-34
46	-34
48	-34
50	-34
52	-34
54	-34
56	-34
58	-34
60	-34
62	-34
64	-34
66	-34
68	-34
70	-34
72	-34
74	-34
76	-34
78	-34
80	-34
82	-34
84	-34
86	-34
88	-34
90	-34
92	-34
94	-34
96	-34
98	-34
100	-34
102	-34
104	-34
106	-34
108	-34
110	-34
112	-34
114	-34
116	-34
118	-34
120	-34
122	-34
124	-34
126	-34
128	-34
130	-34
132	-34
134	-34
136	-34
138	-34
140	-34
142	-34
144	-34
146	-34
148	-34
150	-34
152	-34
154	-34
156	-34
158	-34
160	-34
162	-34
164	-34
166	-34
168	-34
170	-34
172	-34
174	-34
176	-34
178	-34
180	-34
-180	-32
-178	-32
-176	-32
-174	-32
-172	-32
-170	-32
-168	-32
-166	-32
-164	-32
-162	-32
-160	-32
-158	-32
-156	-32
-154	-32
-152	-32
-150	-32
-148	-32
-146	-32
-144	-32
-142	-32
-140	-32
-138	-32
-136	-32
-134	-32
-132	-32
-130	-32
-128	-32
-126	-32
-124	-32
-122	-32
-120	-32
-118	-32
-116	-32
-114	-32
-112	-32
-110	-32
-108	-32
-106	-32
-104	-32
-102	-32
-100	-32
-98	-32
-96	-32
-94	-32
-92	-32
-90	-32
-88	-32
-86	-32
-84	-32
-82	-32
-80	-32
-78	-32
-76	-32
-74	-32
-72	-32
-70	-32
-68	-32
-66	-32
-64	-32
-62	-32
-60	-32
-58	-32
-56	-32
-54	-32
-52	-32
-50	-32
-48	-32
-46	-32
-44	-32
-42	-32
-40	-32
-38	-32
-36	-32
-34	-32
-32	-32
-30	-32
-28	-32
-26	-32
-24	-32
-22	-32
-20	-32
-18	-32
-16	-32
-14	-32
-12	-32
-10	-32
-8	-32
-6	-32
-4	-32
-2	-32
0	-32
2	-32
4	-32
6	-32
8	-32
10	-32
12	-32
14	-32
16	-32
18	-32
20	-32
22	-32
24	-32
26	-32
28	-32
30	-32
32	-32
34	-32
36	-32
38	-32
40	-32
42	-32
44	-32
46	-32
48	-32
50	-32
52	-32
54	-32
56	-32
58	-32
60	-32
62	-32
64	-32
66	-32
68	-32
70	-32
72	-32
74	-32
76	-32
78	-32
80	-32
82	-32
84	-32
86	-32
88	-32
90	-32
92	-32
94	-32
96	-32
98	-32
100	-32
102	-32
104	-32
106	-32
108	-32
110	-32
112	-32
114	-32
116	-32
118	-32
120	-32
122	-32
124	-32
126	-32
128	-32
130	-32
132	-32
134	-32
136	-32
138	-32
140	-32
142	-32
144	-32
146	-32
148	-32
150	-32
152	-32
154	-32
156	-32
158	-32
160	-32
162	-32
164	-32
166	-32
168	-32
170	-32
172	-32
174	-32
176	-32
178	-32
180	-32
-180	-30
-178	-30
-176	-30
-174	-30
-172	-30
-170	-30
-168	-30
-166	-30
-164	-30
-162	-30
-160	-30
-158	-30
-156	-30
-154	-30
-152	-30
-150	-30
-148	-30
-146	-30
-144	-30
-142	-30
-140	-30
-138	-30
-136	-30
-134	-30
-132	-30
-130	-30
-128	-30
-126	-30
-124	-30
-122	-30
-120	-30
-118	-30
-116	-30
-114	-30
-112	-30
-110	-30
-108	-30
-106	-30
-104	-30
-102	-30
-100	-30
-98	-30
-96	-30
-94	-30
-92	-30
-90	-30
-88	-30
-86	-30
-84	-30
-82	-30
-80	-30
-78	-30
-76	-30
-74	-30
-72	-30
-70	-30
-68	-30
-66	-30
-64	-30
-62	-30
-60	-30
-58	-30
-56	-30
-54	-30
-52	-30
-50	-30
-48	-30
-46	-30
-44	-30
-42	-30
-40	-30
-38	-30
-36	-30
-34	-30
-32	-30
-30	-30
-28	-30
-26	-30
-24	-30
-22	-30
-20	-30
-18	-30
-16	-30
-14	-30
-12	-30
-10	-30
-8	-30
-6	-30
-4	-30
-2	-30
0	-30
2	-30
4	-30
6	-30
8	-30
10	-30
12	-30
14	-30
16	-30
18	-30
20	-30
22	-30
24	-30
26	-30
28	-30
30	-30
32	-30
34	-30
36	-30
38	-30
40	-30
42	-30
44	-30
46	-30
48	-30
50	-30
52	-30
54	-30
56	-30
58	-30
60	-30
62	-30
64	-30
66	-30
68	-30
70	-30
72	-30
74	-30
76	-30
78	-30
80	-30
82	-30
84	-30
86	-30
88	-30
90	-30
92	-30
94	-30
96	-30
98	-30
100	-30
102	-30
104	-30
106	-30
108	-30
110	-30
112	-30
114	-30
116	-30
118	-30
120	-30
122	-30
124	-30
126	-30
128	-30
130	-30
132	-30
134	-30
136	-30
138	-30
140	-30
142	-30
144	-30
146	-30
148	-30
150	-30
152	-30
154	-30
156	-30
158	-30
160	-30
162	-30
164	-30
166	-30
168	-30
170	-30
172	-30
174	-30
176	-30
178	-30
180	-30
-180	-28
-178	-28
-176	-28
-174	-28
-172	-28
-170	-28
-168	-28
-166	-28
-164	-28
-162	-28
-160	-28
-158	-28
-156	-28
-154	-28
-152	-28
-150	-28
-148	-28
-146	-28
-144	-28
-142	-28
-140	-28
-138	-28
-136	-28
-134	-28
-132	-28
-130	-28
-128	-28
-126	-28
-124	-28
-122	-28
-120	-28
-118	-28
-116	-28
-114	-28
-112	-28
-110	-28
-108	-28
-106	-28
-104	-28
-102	-28
-100	-28
-98	-28
-96	-28
-94	-28
-92	-28
-90	-28
-88	-28
-86	-28
-84	-28
-82	-28
-80	-28
-78	-28
-76	-28
-74	-28
-72	-28
-70	-28
-68	-28
-66	-28
-64	-28
-62	-28
-60	-28
-58	-28
-56	-28
-54	-28
-52	-28
-50	-28
-48	-28
-46	-28
-44	-28
-42	-28
-40	-28
-38	-28
-36	-28
-34	-28
-32	-28
-30	-28
-28	-28
-26	-28
-24	-28
-22	-28
-20	-28
-18	-28
-16	-28
-14	-28
-12	-28
-10	-28
-8	-28
-6	-28
-4	-28
-2	-28
0	-28
2	-28
4	-28
6	-28
8	-28
10	-28
12	-28
14	-28
16	-28
18	-28
20	-28
22	-28
24	-28
26	-28
28	-28
30	-28
32	-28
34	-28
36	-28
38	-28
40	-28
42	-28
44	-28
46	-28
48	-28
50	-28
52	-28
54	-28
56	-28
58	-28
60	-28
62	-28
64	-28
66	-28
68	-28
70	-28
72	-28
74	-28
76	-28
78	-28
80	-28
82	-28
84	-28
86	-28
88	-28
90	-28
92	-28
94	-28
96	-28
98	-28
100	-28
102	-28
104	-28
106	-28
108	-28
110	-28
112	-28
114	-28
116	-28
118	-28
120	-28
122	-28
124	-28
126	-28
128	-28
130	-28
132	-28
134	-28
136	-28
138	-28
140	-28
142	-28
144	-28
146	-28
148	-28
150	-28
152	-28
154	-28
156	-28
158	-28
160	-28
162	-28
164	-28
166	-28
168	-28
170	-28
172	-28
174	-28
176	-28
178	-28
180	-28
-180	-26
-178	-26
-176	-26
-174	-26
-172	-26
-170	-26
-168	-26
-166	-26
-164	-26
-162	-26
-160	-26
-158	-26
-156	-26
-154	-26
-152	-26
-150	-26
-148	-26
-146	-26
-144	-26
-142	-26
-140	-26
-138	-26
-136	-26
-134	-26
-132	-26
-130	-26
-128	-26
-126	-26
-124	-26
-122	-26
-120	-26
-118	-26
-116	-26
-114	-26
-112	-26
-110	-26
-108	-26
-106	-26
-104	-26
-102	-26
-100	-26
-98	-26
-96	-26
-94	-26
-92	-26
-90	-26
-88	-26
-86	-26
-84	-26
-82	-26
-80	-26
-78	-26
-76	-26
-74	-26
-72	-26
-70	-26
-68	-26
-66	-26
-64	-26
-62	-26
-60	-26
-58	-26
-56	-26
-54	-26
-52	-26
-50	-26
-48	-26
-46	-26
-44	-26
-42	-26
-40	-26
-38	-26
-36	-26
-34	-26
-32	-26
-30	-26
-28	-26
-26	-26
-24	-26
-22	-26
-20	-26
-18	-26
-16	-26
-14	-26
-12	-26
-10	-26
-8	-26
-6	-26
-4	-26
-2	-26
0	-26
2	-26
4	-26
6	-26
8	-26
10	-26
12	-26
14	-26
16	-26
18	-26
20	-26
22	-26
24	-26
26	-26
28	-26
30	-26
32	-26
34	-26
36	-26
38	-26
40	-26
42	-26
44	-26
46	-26
48	-26
50	-26
52	-26
54	-26
56	-26
58	-26
60	-26
62	-26
64	-26
66	-26
68	-26
70	-26
72	-26
74	-26
76	-26
78	-26
80	-26
82	-26
84	-26
86	-26
88	-26
90	-26
92	-26
94	-26
96	-26
98	-26
100	-26
102	-26
104	-26
106	-26
108	-26
110	-26
112	-26
114	-26
116	-26
118	-26
120	-26
122	-26
124	-26
126	-26
128	-26
130	-26
132	-26
134	-26
136	-26
138	-26
140	-26
142	-26
144	-26
146	-26
148	-26
150	-26
152	-26
154	-26
156	-26
158	-26
160	-26
162	-26
164	-26
166	-26
168	-26
170	-26
172	-26
174	-26
176	-26
178	-26
180	-26
-180	-24
-178	-24
-176	-24
-174	-24
-172	-24
-170	-24
-168	-24
-166	-24
-164	-24
-162	-24
-160	-24
-158	-24
-156	-24
-154	-24
-152	-24
-150	-24
-148	-24
-146	-24
-144	-24
-142	-24
-140	-24
-138	-24
-136	-24
-134	-24
-132	-24
-130	-24
-128	-24
-126	-24
-124	-24
-122	-24
-120	-24
-118	-24
-116	-24
-114	-24
-112	-24
-110	-24
-108	-24
-106	-24
-104	-24
-102	-24
-100	-24
-98	-24
-96	-24
-94	-24
-92	-24
-90	-24
-88	-24
-86	-24
-84	-24
-82	-24
-80	-24
-78	-24
-76	-24
-74	-24
-72	-24
-70	-24
-68	-24
-66	-24
-64	-24
-62	-24
-60	-24
-58	-24
-56	-24
-54	-24
-52	-24
-50	-24
-48	-24
-46	-24
-44	-24
-42	-24
-40	-24
-38	-24
-36	-24
-34	-24
-32	-24
-30	-24
-28	-24
-26	-24
-24	-24
-22	-24
-20	-24
-18	-24
-16	-24
-14	-24
-12	-24
-10	-24
-8	-24
-6	-24
-4	-24
-2	-24
0	-24
2	-24
4	-24
6	-24
8	-24
10	-24
12	-24
14	-24
16	-24
18	-24
20	-24
22	-24
24	-24
26	-24
28	-24
30	-24
32	-24
34	-24
36	-24
38	-24
40	-24
42	-24
44	-24
46	-24
48	-24
50	-24
52	-24
54	-24
56	-24
58	-24
60	-24
62	-24
64	-24
66	-24
68	-24
70	-24
72	-24
74	-24
76	-24
78	-24
80	-24
82	-24
84	-24
86	-24
88	-24
90	-24
92	-24
94	-24
96	-24
98	-24
100	-24
102	-24
104	-24
106	-24
108	-24
110	-24
112	-24
114	-24
116	-24
118	-24
120	-24
122	-24
124	-24
126	-24
128	-24
130	-24
132	-24
134	-24
136	-24
138	-24
140	-24
142	-24
144	-24
146	-24
148	-24
150	-24
152	-24
154	-24
156	-24
158	-24
160	-24
162	-24
164	-24
166	-24
168	-24
170	-24
172	-24
174	-24
176	-24
178	-24
180	-24
-180	-22
-178	-22
-176	-22
-174	-22
-172	-22
-170	-22
-168	-22
-166	-22
-164	-22
-162	-22
-160	-22
-158	-22
-156	-22
-154	-22
-152	-22
-150	-22
-148	-22
-146	-22
-144	-22
-142	-22
-140	-22
-138	-22
-136	-22
-134	-22
-132	-22
-130	-22
-128	-22
-126	-22
-124	-22
-122	-22
-120	-22
-118	-22
-116	-22
-114	-22
-112	-22
-110	-22
-108	-22
-106	-22
-104	-22
-102	-22
-100	-22
-98	-22
-96	-22
-94	-22
-92	-22
-90	-22
-88	-22
-86	-22
-84	-22
-82	-22
-80	-22
-78	-22
-76	-22
-74	-22
-72	-22
-70	-22
-68	-22
-66	-22
-64	-22
-62	-22
-60	-22
-58	-22
-56	-22
-54	-22
-52	-22
-50	-22
-48	-22
-46	-22
-44	-22
-42	-22
-40	-22
-38	-22
-36	-22
-34	-22
-32	-22
-30	-22
-28	-22
-26	-22
-24	-22
-22	-22
-20	-22
-18	-22
-16	-22
-14	-22
-12	-22
-10	-22
-8	-22
-6	-22
-4	-22
-2	-22
0	-22
2	-22
4	-22
6	-22
8	-22
10	-22
12	-22
14	-22
16	-22
18	-22
20	-22
22	-22
24	-22
26	-22
28	-22
30	-22
32	-22
34	-22
36	-22
38	-22
40	-22
42	-22
44	-22
46	-22
48	-22
50	-22
52	-22
54	-22
56	-22
58	-22
60	-22
62	-22
64	-22
66	-22
68	-22
70	-22
72	-22
74	-22
76	-22
78	-22
80	-22
82	-22
84	-22
86	-22
88	-22
90	-22
92	-22
94	-22
96	-22
98	-22
100	-22
102	-22
104	-22
106	-22
108	-22
110	-22
112	-22
114	-22
116	-22
118	-22
120	-22
122	-22
124	-22
126	-22
128	-22
130	-22
132	-22
134	-22
136	-22
138	-22
140	-22
142	-22
144	-22
146	-22
148	-22
150	-22
152	-22
154	-22
156	-22
158	-22
160	-22
162	-22
164	-22
166	-22
168	-22
170	-22
172	-22
174	-22
176	-22
178	-22
180	-22
-180	-20
-178	-20
-176	-20
-174	-20
-172	-20
-170	-20
-168	-20
-166	-20
-164	-20
-162	-20
-160	-20
-158	-20
-156	-20
-154	-20
-152	-20
-150	-20
-148	-20
-146	-20
-144	-20
-142	-20
-140	-20
-138	-20
-136	-20
-134	-20
-132	-20
-130	-20
-128	-20
-126	-20
-124	-20
-122	-20
-120	-20
-118	-20
-116	-20
-114	-20
-112	-20
-110	-20
-108	-20
-106	-20
-104	-20
-102	-20
-100	-20
-98	-20
-96	-20
-94	-20
-92	-20
-90	-20
-88	-20
-86	-20
-84	-20
-82	-20
-80	-20
-78	-20
-76	-20
-74	-20
-72	-20
-70	-20
-68	-20
-66	-20
-64	-20
-62	-20
-60	-20
-58	-20
-56	-20
-54	-20
-52	-20
-50	-20
-48	-20
-46	-20
-44	-20
-42	-20
-40	-20
-38	-20
-36	-20
-34	-20
-32	-20
-30	-20
-28	-20
-26	-20
-24	-20
-22	-20
-20	-20
-18	-20
-16	-20
-14	-20
-12	-20
-10	-20
-8	-20
-6	-20
-4	-20
-2	-20
0	-20
2	-20
4	-20
6	-20
8	-20
10	-20
12	-20
14	-20
16	-20
18	-20
20	-20
22	-20
24	-20
26	-20
28	-20
30	-20
32	-20
34	-20
36	-20
38	-20
40	-20
42	-20
44	-20
46	-20
48	-20
50	-20
52	-20
54	-20
56	-20
58	-20
60	-20
62	-20
64	-20
66	-20
68	-20
70	-20
72	-20
74	-20
76	-20
78	-20
80	-20
82	-20
84	-20
86	-20
88	-20
90	-20
92	-20
94	-20
96	-20
98	-20
100	-20
102	-20
104	-20
106	-20
108	-20
110	-20
112	-20
114	-20
116	-20
118	-20
120	-20
122	-20
124	-20
126	-20
128	-20
130	-20
132	-20
134	-20
136	-20
138	-20
140	-20
142	-20
144	-20
146	-20
148	-20
150	-20
152	-20
154	-20
156	-20
158	-20
160	-20
162	-20
164	-20
166	-20
168	-20
170	-20
172	-20
174	-20
176	-20
178	-20
180	-20
-180	-18
-178	-18
-176	-18
-174	-18
-172	-18
-170	-18
-168	-18
-166	-18
-164	-18
-162	-18
-160	-18
-158	-18
-156	-18
-154	-18
-152	-18
-150	-18
-148	-18
-146	-18
-144	-18
-142	-18
-140	-18
-138	-18
-136	-18
-134	-18
-132	-18
-130	-18
-128	-18
-126	-18
-124	-18
-122	-18
-120	-18
-118	-18
-116	-18
-114	-18
-112	-18
-110	-18
-108	-18
-106	-18
-104	-18
-102	-18
-100	-18
-98	-18
-96	-18
-94	-18
-92	-18
-90	-18
-88	-18
-86	-18
-84	-18
-82	-18
-80	-18
-78	-18
-76	-18
-74	-18
-72	-18
-70	-18
-68	-18
-66	-18
-64	-18
-62	-18
-60	-18
-58	-18
-56	-18
-54	-18
-52	-18
-50	-18
-48	-18
-46	-18
-44	-18
-42	-18
-40	-18
-38	-18
-36	-18
-34	-18
-32	-18
-30	-18
-28	-18
-26	-18
-24	-18
-22	-18
-20	-18
-18	-18
-16	-18
-14	-18
-12	-18
-10	-18
-8	-18
-6	-18
-4	-18
-2	-18
0	-18
2	-18
4	-18
6	-18
8	-18
10	-18
12	-18
14	-18
16	-18
18	-18
20	-18
22	-18
24	-18
26	-18
28	-18
30	-18
32	-18
34	-18
36	-18
38	-18
40	-18
42	-18
44	-18
46	-18
48	-18
50	-18
52	-18
54	-18
56	-18
58	-18
60	-18
62	-18
64	-18
66	-18
68	-18
70	-18
72	-18
74	-18
76	-18
78	-18
80	-18
82	-18
84	-18
86	-18
88	-18
90	-18
92	-18
94	-18
96	-18
98	-18
100	-18
102	-18
104	-18
106	-18
108	-18
110	-18
112	-18
114	-18
116	-18
118	-18
120	-18
122	-18
124	-18
126	-18
128	-18
130	-18
132	-18
134	-18
136	-18
138	-18
140	-18
142	-18
144	-18
146	-18
148	-18
150	-18
152	-18
154	-18
156	-18
158	-18
160	-18
162	-18
164	-18
166	-18
168	-18
170	-18
172	-18
174	-18
176	-18
178	-18
180	-18
-180	-16
-178	-16
-176	-16
-174	-16
-172	-16
-170	-16
-168	-16
-166	-16
-164	-16
-162	-16
-160	-16
-158	-16
-156	-16
-154	-16
-152	-16
-150	-16
-148	-16
-146	-16
-144	-16
-142	-16
-140	-16
-138	-16
-136	-16
-134	-16
-132	-16
-130	-16
-128	-16
-126	-16
-124	-16
-122	-16
-120	-16
-118	-16
-116	-16
-114	-16
-112	-16
-110	-16
-108	-16
-106	-16
-104	-16
-102	-16
-100	-16
-98	-16
-96	-16
-94	-16
-92	-16
-90	-16
-88	-16
-86	-16
-84	-16
-82	-16
-80	-16
-78	-16
-76	-16
-74	-16
-72	-16
-70	-16
-68	-16
-66	-16
-64	-16
-62	-16
-60	-16
-58	-16
-56	-16
-54	-16
-52	-16
-50	-16
-48	-16
-46	-16
-44	-16
-42	-16
-40	-16
-38	-16
-36	-16
-34	-16
-32	-16
-30	-16
-28	-16
-26	-16
-24	-16
-22	-16
-20	-16
-18	-16
-16	-16
-14	-16
-12	-16
-10	-16
-8	-16
-6	-16
-4	-16
-2	-16
0	-16
2	-16
4	-16
6	-16
8	-16
10	-16
12	-16
14	-16
16	-16
18	-16
20	-16
22	-16
24	-16
26	-16
28	-16
30	-16
32	-16
34	-16
36	-16
38	-16
40	-16
42	-16
44	-16
46	-16
48	-16
50	-16
52	-16
54	-16
56	-16
58	-16
60	-16
62	-16
64	-16
66	-16
68	-16
70	-16
72	-16
74	-16
76	-16
78	-16
80	-16
82	-16
84	-16
86	-16
88	-16
90	-16
92	-16
94	-16
96	-16
98	-16
100	-16
102	-16
104	-16
106	-16
108	-16
110	-16
112	-16
114	-16
116	-16
118	-16
120	-16
122	-16
124	-16
126	-16
128	-16
130	-16
132	-16
134	-16
136	-16
138	-16
140	-16
142	-16
144	-16
146	-16
148	-16
150	-16
152	-16
154	-16
156	-16
158	-16
160	-16
162	-16
164	-16
166	-16
168	-16
170	-16
172	-16
174	-16
176	-16
178	-16
180	-16
-180	-14
-178	-14
-176	-14
-174	-14
-172	-14
-170	-14
-168	-14
-166	-14
-164	-14
-162	-14
-160	-14
-158	-14
-156	-14
-154	-14
-152	-14
-150	-14
-148	-14
-146	-14
-144	-14
-142	-14
-140	-14
-138	-14
-136	-14
-134	-14
-132	-14
-130	-14
-128	-14
-126	-14
-124	-14
-122	-14
-120	-14
-118	-14
-116	-14
-114	-14
-112	-14
-110	-14
-108	-14
-106	-14
-104	-14
-102	-14
-100	-14
-98	-14
-96	-14
-94	-14
-92	-14
-90	-14
-88	-14
-86	-14
-84	-14
-82	-14
-80	-14
-78	-14
-76	-14
-74	-14
-72	-14
-70	-14
-68	-14
-66	-14
-64	-14
-62	-14
-60	-14
-58	-14
-56	-14
-54	-14
-52	-14
-50	-14
-48	-14
-46	-14
-44	-14
-42	-14
-40	-14
-38	-14
-36	-14
-34	-14
-32	-14
-30	-14
-28	-14
-26	-14
-24	-14
-22	-14
-20	-14
-18	-14
-16	-14
-14	-14
-12	-14
-10	-14
-8	-14
-6	-14
-4	-14
-2	-14
0	-14
2	-14
4	-14
6	-14
8	-14
10	-14
12	-14
14	-14
16	-14
18	-14
20	-14
22	-14
24	-14
26	-14
28	-14
30	-14
32	-14
34	-14
36	-14
38	-14
40	-14
42	-14
44	-14
46	-14
48	-14
50	-14
52	-14
54	-14
56	-14
58	-14
60	-14
62	-14
64	-14
66	-14
68	-14
70	-14
72	-14
74	-14
76	-14
78	-14
80	-14
82	-14
84	-14
86	-14
88	-14
90	-14
92	-14
94	-14
96	-14
98	-14
100	-14
102	-14
104	-14
106	-14
108	-14
110	-14
112	-14
114	-14
116	-14
118	-14
120	-14
122	-14
124	-14
126	-14
128	-14
130	-14
132	-14
134	-14
136	-14
138	-14
140	-14
142	-14
144	-14
146	-14
148	-14
150	-14
152	-14
154	-14
156	-14
158	-14
160	-14
162	-14
164	-14
166	-14
168	-14
170	-14
172	-14
174	-14
176	-14
178	-14
180	-14
-180	-12
-178	-12
-176	-12
-174	-12
-172	-12
-170	-12
-168	-12
-166	-12
-164	-12
-162	-12
-160	-12
-158	-12
-156	-12
-154	-12
-152	-12
-150	-12
-148	-12
-146	-12
-144	-12
-142	-12
-140	-12
-138	-12
-136	-12
-134	-12
-132	-12
-130	-12
-128	-12
-126	-12
-124	-12
-122	-12
-120	-12
-118	-12
-116	-12
-114	-12
-112	-12
-110	-12
-108	-12
-106	-12
-104	-12
-102	-12
-100	-12
-98	-12
-96	-12
-94	-12
-92	-12
-90	-12
-88	-12
-86	-12
-84	-12
-82	-12
-80	-12
-78	-12
-76	-12
-74	-12
-72	-12
-70	-12
-68	-12
-66	-12
-64	-12
-62	-12
-60	-12
-58	-12
-56	-12
-54	-12
-52	-12
-50	-12
-48	-12
-46	-12
-44	-12
-42	-12
-40	-12
-38	-12
-36	-12
-34	-12
-32	-12
-30	-12
-28	-12
-26	-12
-24	-12
-22	-12
-20	-12
-18	-12
-16	-12
-14	-12
-12	-12
-10	-12
-8	-12
-6	-12
-4	-12
-2	-12
0	-12
2	-12
4	-12
6	-12
8	-12
10	-12
12	-12
14	-12
16	-12
18	-12
20	-12
22	-12
24	-12
26	-12
28	-12
30	-12
32	-12
34	-12
36	-12
38	-12
40	-12
42	-12
44	-12
46	-12
48	-12
50	-12
52	-12
54	-12
56	-12
58	-12
60	-12
62	-12
64	-12
66	-12
68	-12
70	-12
72	-12
74	-12
76	-12
78	-12
80	-12
82	-12
84	-12
86	-12
88	-12
90	-12
92	-12
94	-12
96	-12
98	-12
100	-12
102	-12
104	-12
106	-12
108	-12
110	-12
112	-12
114	-12
116	-12
118	-12
120	-12
122	-12
124	-12
126	-12
128	-12
130	-12
132	-12
134	-12
136	-12
138	-12
140	-12
142	-12
144	-12
146	-12
148	-12
150	-12
152	-12
154	-12
156	-12
158	-12
160	-12
162	-12
164	-12
166	-12
168	-12
170	-12
172	-12
174	-12
176	-12
178	-12
180	-12
-180	-10
-178	-10
-176	-10
-174	-10
-172	-10
-170	-10
-168	-10
-166	-10
-164	-10
-162	-10
-160	-10
-158	-10
-156	-10
-154	-10
-152	-10
-150	-10
-148	-10
-146	-10
-144	-10
-142	-10
-140	-10
-138	-10
-136	-10
-134	-10
-132	-10
-130	-10
-128	-10
-126	-10
-124	-10
-122	-10
-120	-10
-118	-10
-116	-10
-114	-10
-112	-10
-110	-10
-108	-10
-106	-10
-104	-10
-102	-10
-100	-10
-98	-10
-96	-10
-94	-10
-92	-10
-90	-10
-88	-10
-86	-10
-84	-10
-82	-10
-80	-10
-78	-10
-76	-10
-74	-10
-72	-10
-70	-10
-68	-10
-66	-10
-64	-10
-62	-10
-60	-10
-58	-10
-56	-10
-54	-10
-52	-10
-50	-10
-48	-10
-46	-10
-44	-10
-42	-10
-40	-10
-38	-10
-36	-10
-34	-10
-32	-10
-30	-10
-28	-10
-26	-10
-24	-10
-22	-10
-20	-10
-18	-10
-16	-10
-14	-10
-12	-10
-10	-10
-8	-10
-6	-10
-4	-10
-2	-10
0	-10
2	-10
4	-10
6	-10
8	-10
10	-10
12	-10
14	-10
16	-10
18	-10
20	-10
22	-10
24	-10
26	-10
28	-10
30	-10
32	-10
34	-10
36	-10
38	-10
40	-10
42	-10
44	-10
46	-10
48	-10
50	-10
52	-10
54	-10
56	-10
58	-10
60	-10
62	-10
64	-10
66	-10
68	-10
70	-10
72	-10
74	-10
76	-10
78	-10
80	-10
82	-10
84	-10
86	-10
88	-10
90	-10
92	-10
94	-10
96	-10
98	-10
100	-10
102	-10
104	-10
106	-10
108	-10
110	-10
112	-10
114	-10
116	-10
118	-10
120	-10
122	-10
124	-10
126	-10
128	-10
130	-10
132	-10
134	-10
136	-10
138	-10
140	-10
142	-10
144	-10
146	-10
148	-10
150	-10
152	-10
154	-10
156	-10
158	-10
160	-10
162	-10
164	-10
166	-10
168	-10
170	-10
172	-10
174	-10
176	-10
178	-10
180	-10
-180	-8
-178	-8
-176	-8
-174	-8
-172	-8
-170	-8
-168	-8
-166	-8
-164	-8
-162	-8
-160	-8
-158	-8
-156	-8
-154	-8
-152	-8
-150	-8
-148	-8
-146	-8
-144	-8
-142	-8
-140	-8
-138	-8
-136	-8
-134	-8
-132	-8
-130	-8
-128	-8
-126	-8
-124	-8
-122	-8
-120	-8
-118	-8
-116	-8
-114	-8
-112	-8
-110	-8
-108	-8
-106	-8
-104	-8
-102	-8
-100	-8
-98	-8
-96	-8
-94	-8
-92	-8
-90	-8
-88	-8
-86	-8
-84	-8
-82	-8
-80	-8
-78	-8
-76	-8
-74	-8
-72	-8
-70	-8
-68	-8
-66	-8
-64	-8
-62	-8
-60	-8
-58	-8
-56	-8
-54	-8
-52	-8
-50	-8
-48	-8
-46	-8
-44	-8
-42	-8
-40	-8
-38	-8
-36	-8
-34	-8
-32	-8
-30	-8
-28	-8
-26	-8
-24	-8
-22	-8
-20	-8
-18	-8
-16	-8
-14	-8
-12	-8
-10	-8
-8	-8
-6	-8
-4	-8
-2	-8
0	-8
2	-8
4	-8
6	-8
8	-8
10	-8
12	-8
14	-8
16	-8
18	-8
20	-8
22	-8
24	-8
26	-8
28	-8
30	-8
32	-8
34	-8
36	-8
38	-8
40	-8
42	-8
44	-8
46	-8
48	-8
50	-8
52	-8
54	-8
56	-8
58	-8
60	-8
62	-8
64	-8
66	-8
68	-8
70	-8
72	-8
74	-8
76	-8
78	-8
80	-8
82	-8
84	-8
86	-8
88	-8
90	-8
92	-8
94	-8
96	-8
98	-8
100	-8
102	-8
104	-8
106	-8
108	-8
110	-8
112	-8
114	-8
116	-8
118	-8
120	-8
122	-8
124	-8
126	-8
128	-8
130	-8
132	-8
134	-8
136	-8
138	-8
140	-8
142	-8
144	-8
146	-8
148	-8
150	-8
152	-8
154	-8
156	-8
158	-8
160	-8
162	-8
164	-8
166	-8
168	-8
170	-8
172	-8
174	-8
176	-8
178	-8
180	-8
-180	-6
-178	-6
-176	-6
-174	-6
-172	-6
-170	-6
-168	-6
-166	-6
-164	-6
-162	-6
-160	-6
-158	-6
-156	-6
-154	-6
-152	-6
-150	-6
-148	-6
-146	-6
-144	-6
-142	-6
-140	-6
-138	-6
-136	-6
-134	-6
-132	-6
-130	-6
-128	-6
-126	-6
-124	-6
-122	-6
-120	-6
-118	-6
